Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text
"@doubtcaspar babe :(( remember I'm ALWAYS here if u need a little cheering up or talk, ily lots💘",joy,0.41700000000000004,joy," babe :(( remember i am ALWAYS here if u need a little cheering up or talk, ily lots heart_with_arrow "
"When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......🔥🔥 #kanye ",joy,0.231,joy,"When ya will talkin about you know who I don't know who ya will talkin bout, i am on the new shit....chuckin up ma deuces...... fire  fire  kanye "
gifs on iOS10 messaging app are hilarious.,joy,0.6729999999999999,joy,gifs on iOS10 messaging app are hilarious.
Wishing the Ipswich Tigers good luck in their games throughout homecoming week!! We are cheering you on here at the City Office! GO TIGERS!,joy,0.763,joy,Wishing the Ipswich Tigers good luck in their games throughout homecoming week!! We are cheering you on here at the City Office! GO TIGERS!
Rewatching 'Raising Hope' (with hubs this time) and totally forgot how hilarious it is 😂 #HereWeGo,joy,0.76,joy,Rewatching 'Raising Hope' (with hubs this time) and totally forgot how hilarious it is  face_with_tears_of_joy  Here We Go
I am always ready to .,joy,0.40700000000000003,joy,I am always ready to .
"This is the day You've made, \n\nLet us rehoi rejoice and be glad with all that I am. \n\n😊💖\n\n#aja \nGood morning!!!!",joy,0.8540000000000001,joy,"This is the day you have made, \n\nLet us rehoi rejoice and be glad with all that I am. \n\n smiling_face_with_smiling_eyes  sparkling_heart \n\naja \nGood morning!!!!"
Get there deviant differently enigmatic bellboy in passage to correct thy ring up jaunty: IWLDpe,joy,0.34600000000000003,joy,Get there deviant differently enigmatic bellboy in passage to correct thy ring up jaunty: IWLDpe
"#Arts create richness &amp; liveliness in our society, continues through educational &amp; social benefits, and only ends with the economic",joy,0.41700000000000004,joy,"Arts create richness &amp; liveliness in our society, continues through educational &amp; social benefits, and only ends with the economic"
@LaurenBrierley2 sparkling water = death,joy,0.125,joy, sparkling water = death
"Better mood today! Bring me #teasing, #flirting, #xdressers, #laughter, and #roleplayers! Also #confessions and #secrets @underdeskloser",joy,0.6890000000000001,joy,"Better mood today! Bring me teasing, flirting, xdressers, laughter, and roleplayers! Also confessions and secrets "
My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky ,joy,0.708,joy,My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. how would I get so lucky lucky 
That was a lovely story to actually see Ruth and hubby who won the cashcow @sunriseon7.It was so funny when she left the phone #happy 😊,joy,0.74,joy,That was a lovely story to actually see Ruth and hubby who won the cashcow  was so funny when she left the phone happy  smiling_face_with_smiling_eyes 
It is not joy that makes us #grateful . It is #gratitude that makes us #joyful .\n - David Rast,joy,0.62,joy,It is not joy that makes us grateful . It is gratitude that makes us joyful .\n - David Rast
@GigaFag @pipertownsend_ snapchat new would beg to differ ,joy,0.156,joy,  snapchat new would beg to differ 
"Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. ",joy,0.479,joy,"Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. "
It was very hard to stifle my laughter after I overheard this comment. It really is amazing in the worst ways.,joy,0.6459999999999999,joy,It was very hard to stifle my laughter after I overheard this comment. It really is amazing in the worst ways.
@jaime_scurr: any team in the world would be totally elated to get to have you on it XD,joy,0.547,joy, any team in the world would be totally elated to get to have you on it XD
"🍃When #life shows you have a hundred reasons to cry, show it that you have a hundred and one reasons to #smile. 🍃 #quotes @Mind_Console",joy,0.5770000000000001,joy," leaf_fluttering_in_wind When life shows you have a hundred reasons to cry, show it that you have a hundred and one reasons to smile.  leaf_fluttering_in_wind  quotes "
Did u laugh today? Laugh hard? I hope so..we NEED laughter now.  #love,joy,0.595,joy,Did u laugh today? Laugh hard? I hope so..we NEED laughter now.  love
@MillieetylerX I thought everyday was a glee day??,joy,0.264,joy, I thought everyday was a glee day??
@ryanwilson2015 That's why compatibility is key as it lowers hedonic volatility.,joy,0.25,joy, that is why compatibility is key as it lowers hedonic volatility.
And thus begins my 2 week holiday! 😏😏\n #holiday  #ghastinoir #rest,joy,0.792,joy,And thus begins my 2 week holiday!  smirking_face  smirking_face \n holiday  ghastinoir rest
the thought of you gets me through my day. the thought of your smile never fails at making me smile 💚,joy,0.8540000000000001,joy,the thought of you gets me through my day. the thought of your smile never fails at making me smile  green_heart 
@sidviyer uff!! Look at your Arsenal fans cheering for every goal against United. haha,joy,0.667,joy, uff!! Look at your Arsenal fans cheering for every goal against United. haha
Twitter is a font of endless hilarity.,joy,0.42,joy,Twitter is a font of endless hilarity.
"If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' -Sherlock Holmes-",joy,0.32,joy,"If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' -Sherlock Holmes-"
second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL ,joy,0.812,joy,second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL 
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. #glee,joy,0.56,joy,Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. glee
My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky #happy,joy,0.938,joy,My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. how would I get so lucky lucky happy
Your glee filled Normy dry humping of the most recent high profile celebrity break up is pathetic &amp; all that is wrong with the world today.,joy,0.1,joy,Your glee filled Normy dry humping of the most recent high profile celebrity break up is pathetic &amp; all that is wrong with the world today.
I love my family so much #lucky #grateful #smartassfamily #hilarious #love,joy,0.792,joy,I love my family so much lucky grateful smartassfamily hilarious love
@BbeautifulSoul_ u always gotta attitude tho ... 😕 cheer up,joy,0.188,joy, u always gotta attitude tho ...  confused_face  cheer up
Optimism leads to success. - Bill Kerr @Coach__Kerr #success  #goals,joy,0.583,joy,Optimism leads to success. - Bill Kerr  success  goals
@Gronnhair @buryprofs @DittoBistro it was indeed lovely and the team were incredibly attentive and on the ball. Cheese was a lively gesture!,joy,0.6459999999999999,joy,   it was indeed lovely and the team were incredibly attentive and on the ball. Cheese was a lively gesture!
"@peregrinator1 I admittedly went into this series thinking we'd see the Jedi in their heyday, not as dysfunctional UN Peacekeepers in space",joy,0.25,joy," I admittedly went into this series thinking we would see the Jedi in their heyday, not as dysfunctional UN Peacekeepers in space"
talk about a mood pickup i went from depressed to elated so fast,joy,0.56,joy,talk about a mood pickup i went from depressed to elated so fast
hate overthinking e v e r y t h i n g like i jus' wanna be happy pls,joy,0.04,joy,hate overthinking e v e r y t h i n g like i jus' wanna be happy pls
"@DocBellsSwan *peers down at you, eyes crinkling with mirth and affection* I do love ye so, my bonnie Belle.",joy,0.66,joy," *peers down at you, eyes crinkling with mirth and affection* I do love ye so, my bonnie Belle."
How do adults remain jovial amidst all the bad news?,joy,0.22,joy,How do adults remain jovial amidst all the bad news?
"We have all been there, and wished we didn't. 25 #hilarious #AutoCorrect Fails",joy,0.392,joy,"We have all been there, and wished we didn't. 25 hilarious Auto Correct Fails"
"If you love singing, but don't have time for a weekly choir, come down to #KWOIR at @theartworksuk tomorrow! #Choir #glee #musiclondon",joy,0.42,joy,"If you love singing, but don't have time for a weekly choir, come down to KWOIR at  tomorrow! Choir glee musiclondon"
Modern family never fails to cheer me up. Especially Phil.,joy,0.7290000000000001,joy,Modern family never fails to cheer me up. Especially Phil.
A #smile doesn't always mean a person is #happy . Sometimes it simply means they are #strong enough to face their own #problems .,joy,0.22699999999999998,joy,A smile doesn't always mean a person is happy . Sometimes it simply means they are strong enough to face their own problems .
Go follow me on Musically @budderlordk1ng I am making a lively. Come and join BFFing and Following ;) See you there!,joy,0.62,joy,Go follow me on Musically  I am making a lively. Come and join BFFing and Following ;) See you there!
"This tweet is dedicated to my back pain, which I do not understand because I am youthful and spry. Full of life. Vivacious.",joy,0.22899999999999998,joy,"This tweet is dedicated to my back pain, which I do not understand because I am youthful and spry. Full of life. Vivacious."
Obfuscated magazines in passage to unite with in order to thine mirth conjunction treat quotient sufficiently: lEAqIWY,joy,0.28,joy,Obfuscated magazines in passage to unite with in order to thine mirth conjunction treat quotient sufficiently: lEAqIWY
You know you're in love when all you can do is smile whenever you talk about how he is to someone.,joy,0.82,joy,You know you are in love when all you can do is smile whenever you talk about how he is to someone.
"They tend to loosen up a bit when drunk, and can seem pretty cheerful.",joy,0.43799999999999994,joy,"They tend to loosen up a bit when drunk, and can seem pretty cheerful."
@sophtulig I personally prefer being happy.,joy,0.5,joy, I personally prefer being happy.
Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords,joy,0.43799999999999994,joy,Never make a decision when you are angry and never make a promise when you are happy. wisewords
But i'll be a pity. 🐑 #lively,joy,0.22899999999999998,joy,But i will be a pity.  ewe  lively
@PeteSpencer007 Are you always so relentlessly positive? Your constantly cheerful optimistic disposition starts to grate after a while.,joy,0.34,joy, Are you always so relentlessly positive? Your constantly cheerful optimistic disposition starts to grate after a while.
@chrisrock brings back great memories of hilarity on #SATURDAYNIGHTLIVE,joy,0.64,joy, brings back great memories of hilarity on SATURDAYNIGHTLIVE
